name,ra,decl,spt,sptnum,plx,plx_err,pmra,pmdec,pmtot,radvel,radvel_err,GAIA_G,GAIA_Ge,GAIA_B,GAIA_Be,GAIA_R,GAIA_Re,2MASS_J,2MASS_Je,2MASS_H,2MASS_He,2MASS_KS,2MASS_KSe,SDSS_G,SDSS_R,SDSS_I,SDSS_Z,PANSTARRS_Ge,PANSTARRS_Re,PANSTARRS_Ie,PANSTARRS_Ze,PANSTARRS_Y,PANSTARRS_Ye,WISE_W1,WISE_W1e,WISE_W2,WISE_W2e,WISE_W3,WISE_W3e,WISE_W4,WISE_W4e,MKO_Y,MKO_Ye,MKO_J,MKO_Je,MKO_H,MKO_He,MKO_K,MKO_Ke,PANSTARRS_G,PANSTARRS_R,PANSTARRS_I,PANSTARRS_Z,PANSTARRS_Y
WISE J185101.83+593508.6,282.7575,59.5845,L9,19,20.45,0.29,30.3,422.9,423.9840799,,,20.373,0.009,21.043,0.239,18.506,0.057,14.939,0.038,13.966,0.045,13.459,0.045,,,,,,,0.03,0.01,17.14,0.01,12.655,0.024,12.178,0.022,11.371,0.084,9.57,,16.037,0.052,14.846,0.013,14.033,0.022,13.446,0.045,,,20.00000084,17.82000061,16.50599939
SDSS J134148.85+551046.2,205.4537,55.1794,,11,38.6,0.7,-136.3,119.7,181.3995039,,,20.141,0.006,21.454,0.186,18.424,0.019,15.209,0.045,14.393,0.049,14.042,0.049,,,,,,0.12,0.01,0.01,17.13,0.01,13.598,0.024,13.321,0.028,12.629,,9.323,,,,,,,,,,,21.68000015,19.31000031,17.63000008,16.49599916
SDSS J151240.67+340350.1,228.1693,34.0639,L0.7,13,30.2,0.5,241.6,-9.4,241.7827951,,,19.904,0.006,21.3,0.185,18.29,0.016,15.04,0.038,14.046,0.037,13.413,0.037,,,,,,0.05,0.01,0.01,17.12,0.01,12.967,0.023,12.73,0.023,12.276,0.228,8.906,,16.182,0.054,14.97,0.02,14.116,0.037,13.399,0.037,,21.63999924,19.02999962,17.49000069,16.48600084
SDSS J141838.08+145522.4,214.6589,14.923,,10,65,3,-123.2,-88.7,151.8088601,,,19.979,0.009,21.119,0.661,18.278,0.042,15.217,0.047,14.546,0.058,14.205,0.058,,,,,,0.04,0.01,0.01,17.1,0.01,13.807,0.025,13.53,0.03,12.578,0.407,9.38,,16.282,0.007,15.276,0.004,14.613,0.005,14.116,0.005,,21.59,19.07000053,17.48000046,16.46600038
SDSS J165329.69+623136.5,253.3737,62.5268,L1,13,37.6,0.8,37.2,-1.2,37.21934981,,,20.02,0.008,21.459,0.229,18.321,0.037,,,,,,,,,,,,0.06,0.01,0.01,17.1,0.01,13.419,0.024,13.147,0.025,12.683,0.274,9.542,,16.209,0.071,15.042,0.05,14.337,0.071,13.734,0.071,,21.70000061,19.13,17.51999947,16.46600038
SDSS J142257.15+082752.1,215.7383,8.465,L2.1,12,32.5,0.8,-161,-571.2,593.4563505,,,19.951,0.008,20.203,0.545,18.273,0.053,15.103,0.047,14.216,0.049,13.653,0.049,,,,,,0.04,0.01,0.01,17.09,0.01,13.234,0.024,12.974,0.026,11.986,0.212,9.079,,16.24,0.008,15.009,0.004,14.271,0.004,13.609,0.004,,21.37000069,19.08999908,17.51999947,16.45600015
SDSS J145325.89+142041.8,223.3577,14.3447,L1,11,35.8,1.2,157.9,165.3,228.5968066,,,20.085,0.008,21.866,0.2,18.37,0.049,15.074,0.037,14.404,0.035,13.893,0.035,,,,,,0.05,0.01,0.01,17.09,0.02,13.499,0.024,13.159,0.027,12.535,,9.196,,16.18,0.062,15.018,0.037,14.472,0.035,13.875,0.035,,21.55999931,19.28999985,17.55000015,16.45600015
SDSS J155120.86+432930.3,237.837,43.4917,L3.1,13,43.1,1.5,35.3,-34.6,49.42924236,,,20.321,0.008,21.054,0.246,18.33,0.028,15.133,0.043,14.201,0.042,13.626,0.042,,,,,,0.05,0.01,0.01,17.09,0.02,13.009,0.023,12.679,0.022,11.802,0.152,9.079,,16.102,0.054,14.93,0.02,14.28,0.042,13.603,0.042,,21.78000053,19.19999969,17.56000038,16.45600015
2MASS J02103857-3015313,32.6607,-30.2587,L1.0 VL-G,10,39.7,0.9,98.4,-45.4,108.3684456,,,20.087,0.007,21.694,0.225,18.439,0.037,15.066,0.048,14.161,0.043,13.5,0.043,,,,,,,0.02,0.01,17.08,0.01,13.03,0.025,12.679,0.025,11.934,0.29,9.061,,16.052,0.005,14.901,0.002,14.135,0.002,,,,,19.26999939,17.58999916,16.44599992
SDSS J120906.49+323327.5,182.2772,32.5574,,10,44.1,1.6,-102.1,198,222.7743477,,,20.069,0.006,21.603,0.122,18.357,0.024,15.301,0.048,14.611,0.064,14.17,0.064,,,,,,0.05,0.01,0.01,17.08,0.01,13.93,0.027,13.568,0.032,12.216,0.376,9.012,,,,,,,,,,,21.57999977,19.30000008,17.50000092,16.44599992
SDSS J141858.92+600018.8,214.7454,60.0053,M9,10,54.1,1.2,-6.3,-38.5,39.01204942,,,19.938,0.005,21.175,0.194,18.292,0.016,15.235,0.041,14.484,0.047,13.93,0.047,,,,,,0.09,0.01,0.01,17.07,0.02,13.644,0.024,13.397,0.027,12.616,,9.563,,16.119,0.065,15.206,0.041,14.537,0.047,13.905,0.047,,21.70000061,19.05000008,17.46,16.43599969
SDSS J142928.52+573055.0,217.3688,57.5152,,10,50.8,1.5,21.2,73.3,76.30419386,,,19.969,0.005,20.837,0.194,18.28,0.023,15.365,0.049,14.515,0.053,14.019,0.053,,,,,,0.13,0.01,0.01,17.07,0.01,13.693,0.024,13.355,0.026,12.875,0.432,9.256,,,,,,,,,,,21.85000023,19.16000069,17.43999954,16.43599969
2MASS J15500845+1455180,237.5352,14.9215,,13,33.2,1,106.7,-153.8,187.1879537,,,20.192,0.007,21.434,0.355,18.134,0.028,14.776,0.042,13.795,0.035,13.261,0.035,,,,,,0.07,0.02,0.02,17.07,0.01,12.656,0.025,12.343,0.024,12.142,0.366,8.542,,15.976,0.054,14.74,0.02,13.874,0.035,13.239,0.035,,21.62000069,19.16000069,17.55000015,16.43599969
SDSS J112706.62+470548.1,171.7775,47.0967,,11,42.4,1.4,-52.8,-35.4,63.5688603,,,19.988,0.006,21.113,0.354,18.286,0.035,15.197,0.034,14.499,0.043,13.906,0.043,,,,,,0.05,0.01,0.01,17.06,0.01,13.615,0.025,13.33,0.029,12.695,0.502,8.673,,,,,,,,,,,21.85000023,19.14000023,17.47000023,16.42599947
SDSS J093858.88+044343.9,144.7453,4.7288,M7.8,10,64,3,-4,-42,42.19004622,,,19.969,0.011,21.04,0.31,18.248,0.045,15.243,0.052,14.498,0.065,14.004,0.065,,,,,,0.03,0.02,0.01,17.05,0.01,13.801,0.026,13.605,0.036,11.958,,9.065,,16.2,0.007,15.255,0.006,14.59,0.005,14.025,0.005,,21.88000092,19.01999939,17.41000076,16.41599924
USco J160723.82-221102.0,241.8493,-22.1839,L1,11,119,17,-7.5,-14.9,16.68112706,,,19.967,0.006,21.352,0.235,18.308,0.036,15.292,0.06,14.524,0.065,14.086,0.065,,,,,,0.09,0.02,0.01,17.05,0.01,13.707,0.027,13.393,0.033,11.846,,8.716,,16.045,0.003,15.145,0.003,14.565,0.006,13.989,0.006,,22.35000023,19.14000023,17.39000031,16.41599924
G 196-3B,151.086,50.3832,L3: VL-G,13,22.5,0.4,-138.8,-202.4,245.4204555,,,20.17,0.009,20.969,0.225,18.381,0.027,14.831,0.047,13.648,0.034,12.778,0.034,,,,,,0.06,0.01,0.01,17.04,0.02,11.7,0.023,11.134,0.024,10.273,0.068,8.54,0.38,16.231,0.069,14.728,0.047,13.723,0.034,12.731,0.034,,21.46000084,19.09999931,17.60999962,16.40600092
SDSS J103225.19+330042.0,158.105,33.012,,10,47.6,1.6,-56.8,-215,222.3763477,,,19.942,0.005,21.229,0.188,18.285,0.015,15.259,0.051,14.561,0.041,13.939,0.041,,,,,,0.01,0.01,0.01,17.04,0.01,13.659,0.025,13.42,0.032,12.078,0.35,8.601,,,,,,,,,,,21.46999916,19.06000031,17.46,16.40600092
SDSS J103309.11+121626.0,158.2878,12.274,M8.9,10,46.7,1.5,235.6,-117.1,263.0965032,,,19.902,0.008,22.255,0.471,18.252,0.021,15.065,0.04,14.444,0.048,13.953,0.048,,,,,,0.04,0.01,0.01,17.04,0.01,13.637,0.026,13.28,0.039,11.481,,8.554,,16.088,0.006,15.09,0.004,14.438,0.006,13.894,0.005,,21.43000015,19.01999939,17.41000076,16.40600092
2MASS J14313097+1436539,217.8789,14.6149,L3.5:,12,43.5,1.7,-425.4,-77.1,432.3303945,,,19.986,0.009,21.524,0.199,18.341,0.038,15.151,0.041,14.501,0.062,14.125,0.062,,,,,,0.05,0.02,0.01,17.04,0.02,13.719,0.025,13.427,0.029,12.823,0.436,9.512,,16.061,0.065,15.081,0.041,14.583,0.062,14.096,0.062,,21.77000031,19.25000084,17.44999977,16.40600092
2MASS J01550354+0950003,28.7648,9.8334,L3.2 INT-G,15,22.4,0.4,329.6,-88.4,341.2487656,,,20.014,0.008,21.045,0.245,18.354,0.022,14.825,0.036,13.763,0.037,13.139,0.037,,,,,,0.03,0.01,0.01,17.03,0.01,12.561,0.023,12.21,0.023,11.984,0.232,8.762,,16.109,0.007,14.731,0.004,13.884,0.003,13.114,0.037,,21.51000008,19.33999908,17.53999992,16.39600069
2MASSI J0937347+293142,144.3985,29.5242,T6 pec,26,6.12,0.07,941.1,-1321.6,1622.435136,,,,,,,,,14.648,0.036,14.703,0.13,15.267,0.13,,,,,,,,0.07,17.02,0.02,14.088,0.027,11.67,0.022,10.696,0.101,8.373,,15.18,0.06,14.29,0.03,14.67,0.03,15.39,0.06,,,,18.48000046,16.38600046
2MASS J11061197+2754225,166.5484,27.9041,T2.5,22.5,20.8,1.3,-272.8,-444.9,521.8772365,,,20.547,0.012,,,,,14.824,0.043,14.15,0.051,13.801,0.051,,,,,,,0.07,0.01,17.01,0.01,13.171,0.024,12.361,0.024,11.526,0.195,8.662,,16.098,0.064,14.96,0.04,14.2,0.05,13.84,0.05,,,20.86999977,17.89000031,16.37600023
WISE J003110.04+574936.3,7.7892,57.8268,L9,19,14.1,1,518.2,-15.2,518.4228776,,,,,,,,,14.954,0.039,13.779,0.029,13.215,0.029,,,,,,,0.19,0.01,17,0.01,12.422,0.024,11.843,0.021,10.96,0.069,9.602,,15.918,0.052,14.796,0.012,13.862,0.014,13.214,0.029,,,20.99000061,17.66999908,16.366
SDSS J085836.98+271050.8,134.6539,27.181,L0.0,10,53,4,82.7,-193.1,210.0640379,,,19.926,0.005,21.074,0.209,18.251,0.023,15.047,0.048,14.229,0.046,13.664,0.046,,,,,,0.06,0.01,0,16.99,0.01,13.128,0.024,12.843,0.027,11.731,0.272,8.76,,16.113,0.006,15.011,0.003,14.265,0.004,13.594,0.004,,21.38000092,19.05000008,17.41999908,16.35599977
SDSS J111316.95-000246.6,168.3206,-0.0463,,10,43.7,1.7,27.4,-11.8,29.83286778,,,19.896,0.007,20.171,0.4,18.321,0.044,15.08,0.036,14.297,0.051,13.803,0.051,,,,,,0.06,0.02,0.01,16.99,0.01,13.466,0.025,13.204,0.031,12.093,,8.729,,16.04,0.008,15.009,0.005,,,13.749,0.005,,21.78000053,19.06000031,17.46,16.35599977
2MASS J14283132+5923354,217.1305,59.3932,L4.4,14,22.03,0.24,-202.9,-134.5,243.4310169,,,20.005,0.005,21.036,0.199,18.294,0.018,14.781,0.037,13.875,0.028,13.265,0.028,,,,,,0.1,0.01,0.01,16.99,0.01,12.655,0.024,12.413,0.022,11.729,0.158,9.18,,16.033,0.054,14.73,0.02,13.954,0.028,13.247,0.028,,21.53000053,19.26999939,17.50000092,16.35599977
SDSS J093113.23+280227.1,142.8048,28.0413,L2.5:,13,31.3,1.1,271.8,-300,404.8150689,,,20.031,0.007,21.557,0.206,18.363,0.052,14.975,0.035,14.256,0.037,13.726,0.037,,,,,,0.13,0.02,0.02,16.98,0.01,13.319,0.026,12.945,0.027,11.594,0.222,8.522,,16.052,0.061,14.906,0.035,14.326,0.037,13.709,0.037,,21.76000008,19.23000038,17.50000092,16.34599954
2MASS J11124910-2044315,168.2047,-20.742,L0.5::,10.5,,,3.5,15,15.4029218,,,20.236,0.02,,,,,14.923,0.045,14.083,0.044,13.47,0.044,,,,,,0.05,0.01,0.01,16.98,0.01,13.203,0.025,12.969,0.027,11.976,,8.75,,,,,,,,,,,21.73999962,19.02999962,17.40000053,16.34599954
HIP 63506C,195.2108,42.2465,L1,11,43.1,0.9,-388.1,25.6,388.9434021,,,19.935,0.004,21.254,0.197,18.217,0.025,15.15,0.042,14.426,0.047,14.006,0.047,,,,,,0.11,0.01,0.01,16.98,0.01,13.703,0.026,13.428,0.029,12.921,0.507,9.155,,16.148,0.065,15.106,0.042,14.494,0.047,13.983,0.047,,21.49999985,19.13,17.42999931,16.34599954
2MASS J04203904+2355502,65.1626,23.9306,L1,11,38.8,1.2,,,,,,19.926,0.005,21.492,0.168,18.179,0.028,14.937,0.03,14.085,0.03,13.499,0.029,,,,,,,0.02,0.01,16.97,0,13.105,0.024,12.8,0.029,12.255,0.498,9.032,,15.994,0.059,14.85,0.03,14.13,0.03,13.476,0.003,,,19.13,17.44999977,16.33599931
DENIS-P J1323-1806,200.8999,-18.1105,L0.0,10,61.3,2.6,-107,-47.6,117.1100337,,,19.917,0.007,21.94,0.507,18.272,0.025,14.903,0.036,14.193,0.047,13.663,0.047,,,,,,,0.01,0.01,16.97,0.01,13.331,0.025,13.069,0.03,12.845,0.53,8.861,,15.939,0.062,14.867,0.036,14.261,0.047,13.641,0.047,,,19.08000076,17.41999908,16.33599931
2MASS J16304139+0938446,247.6725,9.6457,L0.4:,10,37.7,0.9,-72.3,-68.8,99.80345685,,,19.958,0.004,21.602,0.121,18.259,0.014,14.871,0.03,13.937,0.042,13.304,0.042,,,,,,0.04,0.01,0.01,16.97,0.01,12.88,0.024,12.512,0.026,11.782,0.284,9.137,,15.967,0.058,14.826,0.03,14.016,0.042,13.273,0.042,,21.86000046,19.14000023,17.46,16.33599931
SDSS J081757.49+182405.0,124.4895,18.4013,L2.0,11,44.6,1.2,3.4,27.7,27.90788419,,,19.892,0.006,20.432,0.242,18.193,0.022,15.093,0.038,14.29,0.035,13.816,0.035,,,,,,0.07,0.01,0.01,16.96,0.01,13.44,0.024,13.188,0.029,12.357,0.439,8.945,,16.111,0.063,15.053,0.038,14.364,0.035,13.797,0.035,,21.79000076,19.07000053,17.41000076,16.32599908
SDSS J142058.30+213156.6,215.2434,21.5321,L0.0:,11,43.1,1.3,-325.2,197.8,380.6308973,,,19.897,0.007,21.782,0.245,18.23,0.018,15.124,0.043,14.518,0.063,14.056,0.063,,,,,,0.09,0.01,0.01,16.96,0.01,13.643,0.025,13.36,0.028,12.27,,9.335,,16.082,0.066,15.072,0.043,14.585,0.063,14.034,0.063,,21.76000008,19.14000023,17.38000008,16.32599908
2MASS J16062665+6837268,241.611,68.6241,L2,12,37.2,0.7,-96.9,38.6,104.3051772,,,19.908,0.005,21.734,0.16,18.251,0.019,14.905,0.041,14.022,0.049,13.432,0.042,,,,,,0.06,0.02,0.01,16.96,0.01,13.042,0.023,12.72,0.022,12.209,0.171,9.52,,,,,,,,,,,21.45000061,19.07000053,17.42999931,16.32599908
2MASSW J0147334+345311,26.8894,34.8864,L1.0,10.5,50.3,1.8,30.6,-57.3,64.95883312,,,19.884,0.007,21.306,0.326,18.234,0.025,14.946,0.039,14.162,0.038,13.574,0.038,,,,,,0.05,0.01,0.01,16.95,0.01,13.184,0.023,12.919,0.026,12.163,0.281,9.046,,15.982,0.063,14.895,0.039,14.236,0.038,13.549,0.038,,21.72999939,19.03999985,17.39000031,16.31600076
SDSS J113833.10+674040.3,174.6379,67.6779,,10,45.9,1.3,17.1,-132.6,133.6980553,,,19.859,0.005,21.168,0.256,18.223,0.017,15.215,0.041,14.482,0.046,13.95,0.046,,,,,,,0.01,0.01,16.95,0.01,13.65,0.025,13.367,0.028,12.77,,8.801,,,,,,,,,,,,19.00000084,17.36999985,16.31600076
SDSS J164238.60+330855.6,250.6609,33.1488,,10,48.3,1.2,-47.2,36.6,59.72771551,,,19.868,0.005,22.104,0.257,18.204,0.017,15.181,0.045,14.45,0.063,14.099,0.063,,,,,,0.08,0.01,0.01,16.95,0.01,13.691,0.025,13.396,0.028,12.109,,9.085,,,,,,,,,,,21.70000061,19.00000084,17.35999962,16.31600076
2MASS J21373742+0808463,324.4058,8.1462,L5,15,15.13,0.21,689.2,81.9,694.0491697,,,19.958,0.009,,,,,14.774,0.032,13.606,0.027,13.019,0.027,,,,,,,0.02,0.02,16.95,0.01,12.287,0.022,11.984,0.022,11.335,0.17,8.429,,,,14.64,0.02,13.67,0.03,13,0.03,,,19.52999962,17.43999954,16.31600076
2MASS J23440624-0733282,356.026,-7.5579,L6.0,14.5,26.5,0.5,2.6,-76.5,76.54417025,,,20.019,0.007,22.408,0.325,18.302,0.025,14.802,0.038,13.846,0.033,13.232,0.033,,,,,,0.03,0.01,0.01,16.95,0.01,12.632,0.023,12.33,0.024,11.359,0.186,8.721,0.517,16.008,0.054,14.74,0.02,13.929,0.033,13.215,0.033,,21.73999962,19.40000046,17.46,16.31600076
2MASS J02192196+0506306,34.8415,5.1085,L3.0,11,38.5,1.2,183.6,23.9,185.1490481,,,20.042,0.01,20.406,0.344,18.194,0.02,14.971,0.035,14.051,0.039,13.48,0.039,,,,,,0.05,0.01,0.01,16.94,0.01,12.952,0.024,12.626,0.026,12.001,0.28,8.893,,16.022,0.008,14.855,0.004,14.089,0.004,13.453,0.004,,21.47999939,19.09999931,17.38000008,16.30600053
2MASS J17114559+4028578,257.9401,40.4827,L5.0,15,21.1,0.3,250.4,78.3,262.3567228,,,20.232,0.009,20.848,0.272,18.394,0.041,15.004,0.057,14.304,0.048,13.799,0.048,,,,,,,0.03,0.02,16.94,0.03,,,,,,,,,16.167,0.054,14.96,0.02,14.383,0.048,13.78,0.048,,,19.57000053,17.58999916,16.30600053
DENIS-P J2146.1-2153,326.5499,-21.8898,,10,58.1,2,62.4,-2.3,62.44237343,,,19.805,0.006,21.849,0.416,18.162,0.033,15.286,0.053,14.864,0.074,14.438,0.074,,,,,,0.09,0.01,0.01,16.94,0.01,14.042,0.028,13.724,0.036,12.37,0.41,8.615,,,,,,,,,,,21.87000069,18.91000069,17.24000069,16.30600053
SDSS J015354.23+140452.9,28.4759,14.0814,M9.0,10,48.3,1.9,30.9,-96,100.8504338,,,19.821,0.01,21.3,0.11,18.202,0.021,15.208,0.044,14.484,0.064,13.958,0.064,,,,,,0.15,0.01,0,16.92,0.01,13.628,0.026,13.344,0.029,12.811,0.505,9.196,,16.091,0.008,15.11,0.006,14.501,0.006,13.968,0.006,,21.26000008,18.98000038,17.35999962,16.28600008
WISEA J065958.55+171710.9,104.9938,17.2877,L2,12,23.8,0.5,65.1,-465.3,469.8319912,,,19.725,0.007,21.71,0.244,18.054,0.029,14.841,0.044,13.773,0.031,13.021,0.031,,,,,,0.03,0.02,0,16.92,0.01,12.632,0.024,12.358,0.026,11.556,0.255,8.47,,,,14.74,0.02,13.82,0.03,13,0.03,,21.30999931,18.81000031,17.28999992,16.28600008
SDSS J080531.84+481233.0,121.3827,48.2091,L9:,14,21.4,0.5,-458.5,42.8,460.4933116,,,20.056,0.006,21.655,0.248,18.227,0.059,14.734,0.036,13.917,0.041,13.444,0.041,,,,,,,0,0.01,16.92,0.01,12.887,0.023,12.452,0.023,11.916,0.328,9.058,,15.814,0.064,14.61,0.03,14.01,0.03,13.51,0.03,,,19.44999969,17.49000069,16.28600008
SDSS J123112.97+405027.9,187.8042,40.841,,10,65.8,2.6,-154.7,33.5,158.2856279,,,19.759,0.004,21.389,0.178,18.123,0.025,15.239,0.047,14.567,0.049,14.095,0.052,,,,,,0.05,0.01,0.01,16.92,0.01,13.813,0.026,13.569,0.032,12.048,,9.033,,,,,,,,,,,21.53000053,18.84999931,17.25000092,16.28600008
2MASSW J1239272+551537,189.8637,55.2603,,15,23.6,1.2,125.3,2.7,125.3290868,,,,,,,,,14.711,0.032,13.568,0.029,12.792,0.029,,,,,,0.08,0.01,0.01,16.92,0.01,12.053,0.023,11.678,0.021,11.108,0.095,9.145,,15.94,0.03,14.62,0.03,13.63,0.03,12.76,0.03,,21.46999916,19.25999916,17.41999908,16.28600008
WISE J162359.70-050811.4,245.9992,-5.1353,L1,11,38.3,1.3,-150.2,-444.9,469.5700693,,,19.8,0.006,21.879,0.416,18.131,0.041,14.941,0.037,14.075,0.042,13.556,0.042,,,,,,0.05,0.01,0.01,16.92,0.01,13.257,0.025,12.942,0.029,11.935,0.353,8.675,,15.973,0.062,14.891,0.037,14.144,0.042,13.537,0.042,,21.46000084,18.94999969,17.31000038,16.28600008
SDSS J171049.35+332325.2,257.7056,33.3903,M9.4,10,49.8,1.2,-165.9,50.4,173.3867642,,,19.782,0.005,21.04,0.606,18.111,0.025,15.13,0.037,14.541,0.051,14.083,0.051,,,,,,0.09,0.01,0.01,16.92,0.01,13.785,0.025,13.494,0.029,12.34,,8.986,,15.979,0.062,15.088,0.037,14.607,0.051,14.058,0.051,,21.64999947,18.92000092,17.28999992,16.28600008
SDSS J223550.14+122737.3,338.9589,12.4604,M9.2,10,74,6,-17.6,-65.6,67.91995289,,,19.751,0.009,22.478,0.195,18.104,0.014,15.205,0.046,14.499,0.049,14.038,0.068,,,,,,0.08,0.01,0.01,16.92,0.01,13.692,0.026,13.463,0.032,11.845,,8.85,,,,,,,,,,,21.70000061,18.78999985,17.22000023,16.28600008
SDSS J001911.65+003017.8,4.7985,0.5049,L0.4,11,38.3,0.9,-41,-49,63.89053138,,,19.817,0.003,20.911,0.32,18.123,0.017,14.921,0.037,14.18,0.034,13.568,0.034,,,,,,0.07,0.02,0,16.9,0.01,13.258,0.025,13.01,0.028,12.196,0.428,8.747,,16.008,0.007,14.843,0.004,14.249,0.034,13.547,0.034,,21.55999931,18.97000015,17.33000084,16.26599962
SDSS J120831.49+014924.7,182.1313,1.8235,,10,,,-385.2,108.2,400.1078355,,,,,,,,,15.129,0.045,14.415,0.052,14.095,0.066,,,,,,,0.02,0.01,16.9,0.01,13.589,0.025,13.324,0.032,11.776,,8.591,,16.03,0.008,15.082,0.006,14.478,0.005,13.976,0.005,,,18.90000046,17.27999969,16.26599962
SDSS J165450.79+374714.6,253.7116,37.7874,L0.7,12,37.2,0.6,-110.9,196.9,225.9832295,,,19.797,0.005,21.827,0.212,18.152,0.017,15.01,0.039,14.181,0.039,13.656,0.039,,,,,,0.05,0.01,0.01,16.9,0.01,13.198,0.024,12.956,0.025,12.388,0.316,9.411,,16.08,0.064,14.965,0.039,14.25,0.039,13.64,0.039,,21.54999908,18.93999947,17.33000084,16.26599962
2MASS J22425317+2542573,340.7217,25.7159,,13,21.3,0.3,382.2,-69.3,388.4318859,,,19.75,0.005,21.682,0.275,18.117,0.018,14.812,0.039,13.744,0.034,13.048,0.034,,,,,,0.05,0.01,0,16.9,0.01,12.521,0.023,12.199,0.023,11.79,0.259,8.783,,16.027,0.063,14.761,0.039,13.817,0.034,13.032,0.034,,21.31999954,18.90000046,17.31000038,16.26599962
2MASS J08230838+6125208,125.7847,61.4224,L2.5,12,25.5,0.3,-466.5,-222,516.629703,,,19.689,0.004,21.478,0.139,18.054,0.013,14.82,0.036,13.814,0.029,13.196,0.029,,,,,,0.14,0.01,0.01,16.88,0.02,12.74,0.023,12.448,0.022,12.409,0.389,8.988,,16.007,0.062,14.771,0.036,13.891,0.029,13.178,0.029,,21.18000015,18.80000008,17.25000092,16.24599916
SDSS J233129.35+155222.5,352.8723,15.873,M9.5,10,39.7,0.9,-132.8,-105.8,169.7924616,,,19.758,0.004,21.599,0.173,18.112,0.016,15.057,0.041,14.196,0.067,14,0.067,,,,,,0.04,0.01,0,16.88,0.01,13.469,0.025,13.186,0.028,12.257,,8.944,,16.034,0.007,14.976,0.004,14.303,0.004,13.736,0.004,,21.22999939,18.86999977,17.27999969,16.24599916
SDSS J155526.15+001720.6,238.8589,0.289,,10,44.8,1.2,-242.9,-46.5,247.310857,,,19.743,0.005,21.061,0.313,18.103,0.018,14.954,0.039,14.229,0.055,13.822,0.055,,,,,,0.03,0,0.01,16.87,0.01,13.449,0.025,13.179,0.029,12.237,0.462,8.893,,,,,,,,,,,21.38000092,18.89000023,17.28999992,16.23600084
DENIS J1004403-131818,151.1679,-13.3053,L1:,11,24.6,0.4,-124.3,-196,232.0915552,,,19.866,0.008,21.115,0.34,18.223,0.04,14.685,0.037,13.883,0.044,13.357,0.044,,,,,,0.08,0.02,0.01,16.86,0.01,12.783,0.023,12.495,0.024,12.176,0.432,8.981,,,,14.62,0.04,13.93,0.04,13.34,0.04,,21.30999931,19.07000053,17.34999939,16.22600061
ULAS J121932.54+015433.0,184.8856,1.9092,M9,9,52.9,1.7,-88.9,-62.1,108.4417816,,,19.792,0.007,21.462,0.242,21.462,0.242,14.997,0.056,14.315,0.057,13.785,0.048,,,,,,,0.01,0.01,16.86,0.01,,,,,,,,,15.991,0.007,14.977,0.004,14.312,0.005,13.787,0.005,,,18.86999977,17.26999947,16.22600061
2MASS J23072655+8753294,346.8634,87.8916,,13,32.5,1.5,-13.4,-155.2,155.7774053,,,20.02,0.011,21.593,0.27,18.169,0.027,14.689,0.043,13.843,0.034,13.174,0.034,,,,,,,0.03,0.01,16.86,0.01,12.583,0.023,12.283,0.021,11.403,0.118,8.823,,,,,,,,,,,,19.01999939,17.34999939,16.22600061
2MASS J01311838+3801554,22.8267,38.0321,L1.5,14,24.9,0.5,379.8,-34.4,381.3546905,,,19.69,0.007,,,,,14.679,0.034,13.696,0.034,13.054,0.034,,,,,,0.03,0.01,0.01,16.85,0.01,12.453,0.022,12.202,0.022,11.797,0.175,9.363,,15.909,0.054,14.63,0.02,13.773,0.034,13.03,0.034,,21.27000031,18.82000053,17.25000092,16.21600038
2MASSW J0829066+145622,127.2776,14.9395,L1.0,12,26.2,0.4,-54,-240.9,246.8781278,,,19.689,0.005,21.752,0.208,18.04,0.024,14.75,0.03,13.801,0.033,13.166,0.033,,,,,,0.05,0.01,0.01,16.85,0.01,12.811,0.024,12.588,0.027,11.96,,8.712,,15.916,0.054,14.7,0.02,13.868,0.033,13.15,0.033,,21.13999924,18.76999939,17.25000092,16.21600038
2MASSI J1213033-043243,183.2639,-4.5455,L4.2,15,16.81,0.28,-367.8,-30,369.0214628,,,19.884,0.006,20.936,0.212,18.132,0.019,14.683,0.036,13.648,0.03,13.014,0.03,,,,,,0.02,0.01,0.01,16.85,0.01,12.376,0.024,12.076,0.024,11.052,0.216,8.174,,15.847,0.054,14.58,0.02,13.728,0.03,12.997,0.03,,21.47999939,19.24000061,17.34999939,16.21600038
WISE J100926.40+354137.5,152.3598,35.6947,M8,8,55.2,1.8,64.7,-335.1,341.2888806,,,19.692,0.006,20.974,0.23,18.028,0.012,15.111,0.041,14.471,0.069,14.125,0.069,,,,,,,0.01,0,16.84,0.01,13.761,0.026,13.396,0.032,12.106,,8.733,,15.926,0.065,15.067,0.041,14.534,0.069,14.099,0.069,,,18.77999962,17.17999931,16.20600015
SDSS J155132.71+544201.2,237.8863,54.7003,,10,38.2,0.4,-181.2,62.4,191.6434189,,,19.686,0.004,21.166,0.141,18.03,0.021,14.857,0.04,14.042,0.049,13.504,0.049,,,,,,0.05,0.01,0.01,16.84,0.01,13.181,0.023,12.945,0.023,12.484,0.233,9.421,,,,,,,,,,,21.19000038,18.84999931,17.24000069,16.20600015
